code_type,code,consumer_description
CPT,86316,Immunoassay tumor antigen quantitative test
CPT,86317,Immunoassay infectious agent antibody quantitative
CPT,86318,Immunoassay infectious agent antibody qualitative
CPT,86320,Immunoelectrophoresis serum protein test
CPT,86325,Immunoelectrophoresis other fluid protein test
CPT,86327,Immunoelectrophoresis crossed assay test
CPT,86328,COVID-19 SARS-CoV-2 antibody test
CPT,86329,Immunodiffusion antibody technique test
CPT,86331,Gel diffusion qualitative antibody test each
CPT,86332,Circulating immune complex C1q binding test
CPT,86334,Immunofixation electrophoresis serum test
CPT,86335,Immunofixation electrophoresis other fluid
CPT,86336,Inhibin A reproductive hormone test
CPT,86337,Insulin antibody blood test
CPT,86340,Intrinsic factor antibody test
CPT,86341,GAD65 glutamic acid decarboxylase antibody test
CPT,86343,Leukocyte histamine release allergy test
CPT,86344,Leukocyte phagocytosis function test
CPT,86352,Cellular function assay biomarker detection
CPT,86353,Lymphocyte transformation blastogenesis test
CPT,86355,B cell count blood test
CPT,86356,Mononuclear cell antigen quantitative each
CPT,86357,Natural killer cell count blood test
CPT,86359,T cell total count blood test
CPT,86360,T cell CD4 and CD8 count with ratio
CPT,86361,T cell CD4 absolute count test
CPT,86362,MOG IgG1 antibody cell based assay each
CPT,86363,MOG IgG1 antibody flow cytometry detection
CPT,86364,Tissue transglutaminase antibody celiac test
CPT,86366,Muscle-specific kinase MuSK antibody test
CPT,86367,Stem cell total count blood test
CPT,86376,Microsomal thyroid peroxidase antibody test
CPT,86381,Mitochondrial antibody autoimmune test
CPT,86382,Viral neutralization antibody test
CPT,86384,Nitroblue tetrazolium dye immune test
CPT,86386,Nuclear matrix protein 22 bladder cancer test
CPT,86403,Particle agglutination antibody screen each
CPT,86406,Particle agglutination antibody titer each
CPT,86408,COVID-19 neutralizing antibody screen
CPT,86409,COVID-19 neutralizing antibody titer
CPT,86413,COVID-19 antibody semi-quantitative IgG
CPT,86430,Rheumatoid factor qualitative blood test
CPT,86431,Rheumatoid factor quantitative blood test
CPT,86480,TB tuberculosis gamma interferon blood test
CPT,86481,TB gamma interferon T-cell suspension test
CPT,86485,Candida skin allergy anergy test
CPT,86486,Skin test unlisted antigen each
CPT,86490,Coccidioidomycosis valley fever skin test
CPT,86510,Histoplasmosis fungal infection skin test
CPT,86580,Tuberculosis TB skin test intradermal
CPT,86581,Streptococcus pneumoniae antibody test
CPT,86590,Streptokinase streptococcal antibody test
CPT,86592,Syphilis non-treponemal antibody qualitative
CPT,86593,Syphilis non-treponemal antibody quantitative
CPT,86596,Calcium channel antibody P/Q type test
CPT,86602,Actinomyces bacterial antibody test
CPT,86603,Adenovirus antibody blood test
CPT,86606,Aspergillus fungal antibody test
CPT,86609,Bacterial antibody test not elsewhere specified
CPT,86611,Bartonella cat scratch disease antibody test
CPT,86612,Blastomyces fungal infection antibody test
CPT,86615,Bordetella pertussis whooping cough antibody
CPT,86617,Lyme disease antibody confirmation test
CPT,86618,Lyme disease Borrelia antibody screening test
CPT,86619,Borrelia relapsing fever antibody test
CPT,86622,Brucella bacterial antibody agglutination test
CPT,86625,Campylobacter bacterial antibody test
CPT,86628,Strongyloides parasitic antibody test
CPT,86631,Chlamydia trachomatis IgG antibody test
CPT,86632,Chlamydia IgM antibody test
CPT,86635,Coccidioides valley fever antibody test
CPT,86638,Q fever Coxiella burnetii antibody test
CPT,86641,Cryptococcus fungal antibody test
CPT,86644,Cytomegalovirus CMV antibody test
CPT,86645,Cytomegalovirus CMV IgM antibody test
CPT,86648,Diphtheria antitoxoid antibody test
CPT,86651,California encephalitis antibody test
CPT,86652,Eastern equine encephalitis antibody test
CPT,86653,St Louis encephalitis antibody test
CPT,86654,Western equine encephalitis antibody test
CPT,86658,Coxsackie enterovirus antibody test
CPT,86663,Epstein-Barr virus early antigen antibody
CPT,86664,Epstein-Barr virus nuclear antigen antibody
CPT,86665,Epstein-Barr virus capsid antigen antibody
CPT,86666,Ehrlichia anaplasma tick-borne antibody test
CPT,86668,Tularemia Francisella antibody test
CPT,86671,Fungal antibody test not elsewhere specified
CPT,86674,Giardia parasitic antibody test
CPT,86677,H pylori stomach bacteria antibody test
CPT,86682,Helminth parasitic worm antibody test
CPT,86684,Haemophilus influenzae bacterial antibody test
CPT,86687,HTLV-1 and HTLV-2 virus antibody test
CPT,86688,HTLV-II virus antibody test
CPT,86689,HTLV or HIV virus antibody confirmation test
CPT,86692,Hepatitis delta agent antibody test
CPT,86694,Herpes simplex virus non-specific antibody test
CPT,86695,Herpes simplex virus type 1 IgG antibody
CPT,86696,Herpes simplex virus type 2 IgG antibody
CPT,86698,Histoplasma fungal infection antibody test
CPT,86701,HIV-1 virus antibody test
CPT,86702,HIV-2 virus antibody test
CPT,86703,HIV-1 and HIV-2 combined antibody test
CPT,86704,Hepatitis B core antibody total test
CPT,86705,Hepatitis B core antibody IgM test
CPT,86706,Hepatitis B surface antibody immunity test
CPT,86707,Hepatitis B e-antibody test
CPT,86708,Hepatitis A antibody total test
CPT,86709,Hepatitis A antibody IgM acute test
CPT,86710,Influenza virus antibody test
CPT,86711,JC virus antibody PML risk test
CPT,86713,Legionella pneumonia antibody test
CPT,86717,Leishmania parasite antibody test
CPT,86720,Leptospira bacterial antibody test
CPT,86723,Listeria monocytogenes antibody test
CPT,86727,Lymphocytic choriomeningitis virus antibody
CPT,86732,Mucormycosis fungal antibody test
CPT,86735,Mumps virus antibody test
CPT,86738,Mycoplasma pneumoniae antibody IgM test
CPT,86741,Neisseria meningitidis meningococcal antibody
CPT,86744,Nocardia bacterial antibody test
CPT,86747,Parvovirus B19 antibody IgG and IgM test
CPT,86750,Malaria plasmodium antibody test
CPT,86753,Babesia microti tick-borne parasite antibody
CPT,86756,RSV respiratory syncytial virus antibody test
CPT,86757,Rickettsia tick-borne bacteria antibody test
CPT,86759,Rotavirus antibody test
CPT,86762,Rubella German measles immunity antibody test
CPT,86765,Measles rubeola virus antibody test
CPT,86768,Salmonella bacterial antibody test
CPT,86769,COVID-19 antibody IgG and IgM titer test
CPT,86771,Shigella bacterial antibody test
CPT,86774,Tetanus toxoid antibody immunity test
CPT,86777,Toxoplasma parasite antibody IgG test
CPT,86778,Toxoplasma parasite antibody IgM test
CPT,86779,COVID-19 IgM antibody serum test
CPT,86780,Syphilis treponemal antibody IgG test
CPT,86784,Trichinella parasitic antibody ELISA test
CPT,86787,Varicella chickenpox immunity antibody test
CPT,86788,West Nile virus IgM antibody test
CPT,86789,West Nile virus IgG antibody test
CPT,86790,Virus antibody test not elsewhere specified
CPT,86793,Yersinia bacterial antibody IgA IgG test
CPT,86794,Zika virus IgM antibody test
CPT,86800,Thyroglobulin thyroid protein antibody test
CPT,86803,Hepatitis C antibody screening test
CPT,86804,Hepatitis C antibody confirmation test
CPT,86805,Lymphocyte crossmatch with titration test
CPT,86806,Lymphocyte crossmatch without titration test
CPT,86807,Panel reactive antibody PRA standard test
CPT,86808,Panel reactive antibody PRA quick method
CPT,86812,HLA typing single antigen class I test
CPT,86813,HLA typing multiple antigens class I test
CPT,86816,HLA typing DR DQ single antigen test
CPT,86817,HLA typing DR DQ multiple antigens test
CPT,86821,HLA mixed lymphocyte culture test
CPT,86825,HLA crossmatch non-cytotoxic first serum
CPT,86826,HLA crossmatch non-cytotoxic each additional
CPT,86828,HLA antibody class I and II qualitative
CPT,86829,HLA antibody class I or II qualitative
CPT,86830,HLA antibody class I phenotype panel qualitative
CPT,86831,HLA antibody class II phenotype panel qualitative
CPT,86832,HLA antibody class I high definition panel
CPT,86833,HLA antibody class II high definition panel
CPT,86834,HLA class I semi-quantitative panel test
CPT,86835,HLA class II semi-quantitative panel test
CPT,86849,Antibody absorption using specific antigen
CPT,86850,RBC red blood cell antibody screen each
CPT,86860,RBC antibody elution test each
CPT,86870,RBC antibody identification panel each
CPT,86880,Direct antiglobulin Coombs test each
CPT,86885,Indirect antiglobulin Coombs test each reagent
CPT,86886,Indirect antiglobulin antibody titer each
CPT,86890,Autologous blood collection and storage
CPT,86891,Autologous blood surgical salvage
CPT,86900,ABO blood typing test
CPT,86901,Rh D blood typing test
CPT,86902,Blood typing donor antigen each test
CPT,86904,Blood typing antigen screening per unit
CPT,86905,Blood typing other antigens each test
CPT,86906,Rh phenotype extended blood typing
CPT,86910,Blood typing paternity test
CPT,86911,Blood typing antigen system test
CPT,86920,Blood crossmatch immediate spin each unit
CPT,86921,Blood crossmatch incubation each unit
CPT,86922,Blood crossmatch antiglobulin each unit
CPT,86923,Blood crossmatch electronic each unit
CPT,86927,Fresh frozen plasma thawing each unit
CPT,86930,Frozen blood autologous unit freezing
CPT,86931,Frozen blood deglycerolization each unit
CPT,86932,Frozen blood freeze thaw preparation
CPT,86940,Hemolysins and agglutinins autoimmune screen
CPT,86941,Hemolysins and agglutinins incubated test
CPT,86945,Irradiation of blood product each unit
CPT,86950,Leukocyte white blood cell transfusion
CPT,86960,Volume reduction blood product each unit
CPT,86965,Pooling platelets or blood products
CPT,86970,RBC pretreatment with chemicals or drugs
CPT,86971,RBC pretreatment with enzymes each
CPT,86972,RBC pretreatment with density gradient
CPT,86975,RBC serum pretreatment with drugs
CPT,86976,RBC serum pretreatment by dilution
CPT,86977,RBC serum pretreatment with inhibitors
CPT,86978,RBC serum pretreatment differential absorption
CPT,86985,Blood product splitting each unit
CPT,86999,Unlisted transfusion medicine procedure
CPT,87003,Small animal inoculation culture test
CPT,87015,Specimen concentration for infectious agents
CPT,87040,Blood culture aerobic bacterial identification
CPT,87045,Stool culture for salmonella and shigella
CPT,87046,Stool culture additional pathogens each
CPT,87070,Bacterial culture aerobic any source
CPT,87071,Bacterial culture quantitative aerobic other
CPT,87073,Bacterial culture quantitative anaerobic other
CPT,87075,Bacterial culture anaerobic any source
CPT,87076,Bacterial identification by mass spectrometry
CPT,87077,Bacterial culture additional methods each
CPT,87081,Bacterial culture screening only
CPT,87084,Bacterial culture by kit method
CPT,87086,Urine culture quantitative colony count
CPT,87088,Urine culture with identification colony count
CPT,87101,Fungal culture skin hair or nail with ID
CPT,87102,Fungal culture other source with identification
CPT,87103,Fungal culture blood with identification
CPT,87106,Fungal culture definitive ID yeast each
CPT,87107,Fungal culture definitive ID mold each
CPT,87109,Mycoplasma bacterial culture any source
CPT,87110,Chlamydia bacterial culture any source
CPT,87116,Tuberculosis acid-fast culture any source
CPT,87118,Mycobacterial definitive ID each isolate
CPT,87140,Culture typing immunofluorescent each antiserum
CPT,87143,Culture typing by chromatography method
CPT,87147,Culture typing immunologic per antiserum
CPT,87149,Culture typing nucleic acid probe each organism
CPT,87150,Organism ID by amplified probe technique
CPT,87152,Culture typing pulse field gel electrophoresis
CPT,87153,Mycobacteria DNA sequencing confirmation
CPT,87154,Blood culture organism ID amplified probe
CPT,87158,Culture typing other methods
CPT,87164,Dark field microscopy with specimen collection
CPT,87166,Dark field microscopy examination any source
CPT,87168,Arthropod macroscopic exam identification
CPT,87169,Parasite macroscopic exam identification
CPT,87172,Pinworm exam cellophane tape preparation
CPT,87176,Tissue homogenization for culture preparation
CPT,87177,Ova and parasite stool examination
CPT,87181,Antimicrobial susceptibility agar dilution each
CPT,87184,Antimicrobial susceptibility disk method each
CPT,87185,Antimicrobial susceptibility enzyme detection
CPT,87186,Antimicrobial susceptibility microdilution each
CPT,87187,Antimicrobial susceptibility MLC per plate
CPT,87188,Mycobacterium susceptibility testing each drug
CPT,87190,Mycobacterium susceptibility proportion method
CPT,87197,Serum bactericidal titer test
CPT,87205,Gram stain smear for microorganisms
CPT,87206,Fluorescent or acid-fast stain for organisms
CPT,87207,Special stain for inclusion bodies or parasites
CPT,87209,Special stain complex for ova and parasites
CPT,87210,Wet mount smear for infectious agent
CPT,87220,KOH preparation slide for fungus skin hair
CPT,87230,C difficile cytotoxin cell culture assay
CPT,87250,Virus isolation embryonated egg inoculation
CPT,87252,Virus isolation tissue culture inoculation
CPT,87253,Virus tissue culture additional studies each
CPT,87254,Virus isolation shell vial immunostain method
CPT,87255,Virus isolation non-immunologic method
CPT,87260,Adenovirus antigen detection by fluorescence
CPT,87265,Bordetella pertussis antigen detection DFA
CPT,87267,Enterovirus antigen detection fluorescence
CPT,87269,Giardia parasite antigen detection fluorescence
CPT,87270,Chlamydia trachomatis antigen detection IF
CPT,87271,Cytomegalovirus CMV antigen detection IF
CPT,87272,Cryptosporidium parasite antigen detection
CPT,87273,Herpes simplex type 2 antigen detection IF
CPT,87274,Herpes simplex type 1 antigen detection IF
CPT,87275,Influenza virus antigen detection DFA
CPT,87276,Influenza A antigen detection fluorescence
CPT,87278,Legionella pneumophila antigen detection IF
CPT,87279,Parainfluenza virus antigen detection DFA each
CPT,87280,RSV respiratory syncytial virus antigen IF
CPT,87281,Pneumocystis carinii antigen detection IF
CPT,87283,Measles rubeola antigen detection IF
CPT,87285,Treponema pallidum syphilis antigen detection
CPT,87290,Varicella zoster virus antigen detection IF
CPT,87299,Infectious agent antigen detection IF other
CPT,87300,Herpes virus type I and II antigen detection
CPT,87301,Adenovirus antigen detection immunoassay
CPT,87305,Aspergillus fungal antigen detection immunoassay
CPT,87320,Chlamydia trachomatis antigen immunoassay
CPT,87324,C difficile toxin antigen detection immunoassay
CPT,87327,Cryptococcus antigen detection immunoassay
CPT,87328,Cryptosporidium antigen detection immunoassay
CPT,87329,Giardia parasite antigen detection immunoassay
CPT,87332,CMV cytomegalovirus antigen detection immunoassay
CPT,87335,E coli O157 antigen detection immunoassay
CPT,87336,Entamoeba histolytica antigen immunoassay
CPT,87337,E histolytica group antigen immunoassay
CPT,87338,H pylori stool antigen detection immunoassay
CPT,87339,H pylori antigen immunoassay other source
CPT,87340,Hepatitis B surface antigen detection test
CPT,87341,Hepatitis B surface antigen neutralization
